search query,total_found,CSVs found,path
report.csv repo:seage/seage language:CSV,0,report/report.csv
report.csv repo:seage/seage language:CSV,0,report/report.csv
report.csv repo:seage/seage language:CSV,0,report/report.csv
report.csv repo:seage/seage language:CSV,0,C:\Users\Zis\Documents\NetBeansProjects\seage\seage.launcher\target\report\report.csv
report.csv repo:seage/seage language:CSV,0,report/report.csv
report.csv repo:seage/seage language:CSV,0,report/report.csv
report.csv repo:seage/seage language:CSV,0,report/report.csv
report.csv repo:seage/seage language:CSV,0,report/report.csv
report.csv repo:seage/seage language:CSV,0,report/report.csv
report.csv repo:seage/seage language:CSV,0,C:\Users\Zis\Documents\NetBeansProjects\seage\seage.launcher\target\report\report.csv
report.csv repo:zmatlja1/RapidMinerTestAPI language:CSV,0,C:\Users\Zis\Desktop\FEL\Diplomka\RapidMiner\RapidMinerTestAPI\5.1\RapidMinerTest\report.csv
report.csv repo:zmatlja1/RapidMinerTestAPI language:CSV,0,report.csv
report1.csv repo:zmatlja1/RapidMinerTestAPI language:CSV,0,C:\Users\Zis\Desktop\FEL\Diplomka\RapidMiner\RapidMinerTestAPI\5.1\RapidMinerTest\report1.csv
test.csv repo:oplatek/AndroidChallenge language:CSV,0,/home/ondra/challenge-android/csv/test.csv
test.csv repo:oplatek/AndroidChallenge language:CSV,0,/home/ondra/challenge-android/csv/test.csv
test.csv repo:oplatek/AndroidChallenge language:CSV,0,/home/ondra/challenge-android/csv/test.csv
test.csv repo:oplatek/AndroidChallenge language:CSV,0,/home/ondra/challenge-android/csv/test.csv
monday_test2.csv repo:pchronz/GenericWorkloadModeler language:CSV,0,/media/DATA/Thesis/Workloads/GenericWorkloadModeler/workloads/EWS/monday_test2.csv
scaledtest.csv repo:pchronz/GenericWorkloadModeler language:CSV,0,/media/DATA/Thesis/Workloads/GenericWorkloadModeler/scaledtest.csv
ews_test.csv repo:pchronz/GenericWorkloadModeler language:CSV,0,/home/claudio/GenericWorkloadModeler/workloads/EWS/ews_test.csv
01-iris.csv repo:frank-engelen/machine_learning language:CSV,0,C:\machine_learning\data\01-iris.csv
Ozone.csv repo:jpmml/jpmml language:CSV,0,P:\jpmml\jpmml\pmml-rapidminer\src\test\resources\csv\Ozone.csv
Iris.csv repo:jpmml/jpmml language:CSV,0,P:\jpmml\jpmml\pmml-rapidminer\src\test\resources\csv\Iris.csv
Iris.csv repo:jpmml/jpmml language:CSV,0,P:\jpmml\jpmml\pmml-rapidminer\src\test\resources\csv\Iris.csv
clsperf.csv repo:studhadoop/rapidminer language:CSV,0,/private/var/root/ALAVisual/csvfile/clsperf.csv
dataset.csv repo:petrocziattila/bgf language:CSV,0,/home/student/rapidminer/dataset.csv
Ozone.csv repo:IvanPaez/Proact language:CSV,0,P:\jpmml\jpmml\pmml-rapidminer\src\test\resources\csv\Ozone.csv
Iris.csv repo:IvanPaez/Proact language:CSV,0,P:\jpmml\jpmml\pmml-rapidminer\src\test\resources\csv\Iris.csv
Iris.csv repo:IvanPaez/Proact language:CSV,0,P:\jpmml\jpmml\pmml-rapidminer\src\test\resources\csv\Iris.csv
fruitandveg.csv repo:billcary/Rapid_Miner language:CSV,0,C:\exploringDataWithRapidMiner\fruitandveg.csv
sunspots.dat repo:billcary/Rapid_Miner language:CSV,0,C:\exploringDataWithRapidMiner\sunspots.dat
DataToVisualize.csv repo:billcary/Rapid_Miner language:CSV,0,C:\exploringDataWithRapidMiner\DataToVisualize.csv
namevaluepairs.csv repo:billcary/Rapid_Miner language:CSV,0,C:\exploringDataWithRapidMiner\namevaluepairs.csv
DataToVisualize.csv repo:billcary/Rapid_Miner language:CSV,0,C:\exploringDataWithRapidMiner\DataToVisualize.csv
csvParseExample.csv repo:billcary/Rapid_Miner language:CSV,0,C:\exploringDataWithRapidMiner\csvParseExample.csv
simpleData.csv repo:billcary/Rapid_Miner language:CSV,0,C:\exploringDataWithRapidMiner\simpleData.csv
%{fileToRead} repo:billcary/Rapid_Miner language:CSV,0,%{fileToRead}
sunspots.dat repo:billcary/Rapid_Miner language:CSV,0,C:\exploringDataWithRapidMiner\sunspots.dat
fruitandveg.csv repo:billcary/Rapid_Miner language:CSV,0,C:\exploringDataWithRapidMiner\fruitandveg.csv
DataToVisualize.csv repo:billcary/Rapid_Miner language:CSV,0,C:\exploringDataWithRapidMiner\DataToVisualize.csv
ExampleCSV.csv repo:billcary/Rapid_Miner language:CSV,0,C:\exploringDataWithRapidMiner\ExampleCSV.csv
iris.csv repo:nielssj/NS-ITU-MDMI language:CSV,0,/home/niels/git/NS-ITU-MDMI/labs/lab5 (7)/iris.csv
pre-fpgrowth.csv repo:nielssj/NS-ITU-MDMI language:CSV,0,/home/niels/git/NS-ITU-MDMI/labs/lab4/fp-growth-rapidminer/pre-fpgrowth.csv
iris.csv repo:nielssj/NS-ITU-MDMI language:CSV,0,/home/niels/git/NS-ITU-MDMI/labs/lab5 (7)/iris.csv
cmt-confOf_raw_matchings.csv repo:dice89/master-thesis language:CSV,0,/Users/mueller/Documents/master-thesis/ontologymatcher/matchings/cmt-confOf_raw_matchings.csv
cmt-conference_raw_matchings.csv repo:dice89/master-thesis language:CSV,0,/Users/mueller/Documents/master-thesis/ontologymatcher/matchings/conference/matchings/cmt-conference_raw_matchings.csv
cmt-confOf_raw_matchings.csv repo:dice89/master-thesis language:CSV,0,/Users/mueller/Documents/master-thesis/ontologymatcher/matchings/cmt-confOf_raw_matchings.csv
cmt-confOf_raw_matchings.csv repo:dice89/master-thesis language:CSV,0,/Users/mueller/Documents/master-thesis/ontologymatcher/matchings/cmt-confOf_raw_matchings.csv
cmt-confOf_raw_matchings.csv repo:dice89/master-thesis language:CSV,0,/Users/mueller/Documents/master-thesis/ontologymatcher/matchings/cmt-confOf_raw_matchings.csv
cmt-confOf_raw_matchings.csv repo:dice89/master-thesis language:CSV,0,/Users/mueller/Documents/master-thesis/ontologymatcher/matchings/cmt-confOf_raw_matchings.csv
cmt-confOf_raw_matchings.csv repo:dice89/master-thesis language:CSV,0,/Users/mueller/Documents/master-thesis/ontologymatcher/matchings/cmt-confOf_raw_matchings.csv
cmt-confOf_raw_matchings.csv repo:dice89/master-thesis language:CSV,0,/Users/mueller/Documents/master-thesis/ontologymatcher/matchings/conference/matchings/cmt-confOf_raw_matchings.csv
cmt-confOf_raw_matchings.csv repo:dice89/master-thesis language:CSV,0,/Users/mueller/Documents/master-thesis/ontologymatcher/matchings/cmt-confOf_raw_matchings.csv
cmt-confOf_raw_matchings.csv repo:dice89/master-thesis language:CSV,0,/Users/mueller/Documents/master-thesis/ontologymatcher/matchings/cmt-confOf_raw_matchings.csv
cmt-confOf_raw_matchings.csv repo:dice89/master-thesis language:CSV,0,/Users/mueller/Documents/master-thesis/ontologymatcher/matchings/cmt-confOf_raw_matchings.csv
cmt-confOf_raw_matchings.csv repo:dice89/master-thesis language:CSV,0,/Users/mueller/Documents/master-thesis/ontologymatcher/matchings/cmt-confOf_raw_matchings.csv
cmt-confOf_raw_matchings.csv repo:dice89/master-thesis language:CSV,0,/Users/mueller/Documents/master-thesis/ontologymatcher/matchings/cmt-confOf_raw_matchings.csv
cmt-conference_raw_matchings.csv repo:dice89/master-thesis language:CSV,0,/Users/mueller/Documents/master-thesis/ontologymatcher/matchings/conference/matchings/cmt-conference_raw_matchings.csv
conference-confOf_raw_matchings.csv repo:dice89/master-thesis language:CSV,0,/Users/mueller/Documents/master-thesis/ontologymatcher/matchings/conference/matchings/conference-confOf_raw_matchings.csv
cmt-confOf_raw_matchings.csv repo:dice89/master-thesis language:CSV,0,/Users/mueller/Documents/master-thesis/ontologymatcher/matchings/cmt-confOf_raw_matchings.csv
cmt-confOf_raw_matchings.csv repo:dice89/master-thesis language:CSV,0,/Users/mueller/Documents/master-thesis/ontologymatcher/matchings/cmt-confOf_raw_matchings.csv
cmt-confOf_raw_matchings.csv repo:dice89/master-thesis language:CSV,0,/Users/mueller/Documents/master-thesis/ontologymatcher/matchings/cmt-confOf_raw_matchings.csv
cmt-confOf_raw_matchings.csv repo:dice89/master-thesis language:CSV,0,/Users/mueller/Documents/master-thesis/ontologymatcher/matchings/cmt-confOf_raw_matchings.csv
cmt-confOf_raw_matchings.csv repo:dice89/master-thesis language:CSV,0,/Users/mueller/Documents/master-thesis/ontologymatcher/matchings/cmt-confOf_raw_matchings.csv
confOf-ekaw_raw_matchings.csv repo:dice89/master-thesis language:CSV,0,/Users/mueller/Documents/master-thesis/ontologymatcher/matchings/conference/matchings/confOf-ekaw_raw_matchings.csv
cmt-confOf_raw_matchings.csv repo:dice89/master-thesis language:CSV,0,/Users/mueller/Documents/master-thesis/ontologymatcher/matchings/cmt-confOf_raw_matchings.csv
cmt-conference_raw_matchings.csv repo:dice89/master-thesis language:CSV,0,/Users/mueller/Documents/master-thesis/ontologymatcher/matchings/conference/matchings/cmt-conference_raw_matchings.csv
cmt-confOf_raw_matchings.csv repo:dice89/master-thesis language:CSV,0,/Users/mueller/Documents/master-thesis/ontologymatcher/matchings/cmt-confOf_raw_matchings.csv
cmt-confOf_raw_matchings.csv repo:dice89/master-thesis language:CSV,0,/Users/mueller/Documents/master-thesis/ontologymatcher/matchings/cmt-confOf_raw_matchings.csv
cmt-confOf_raw_matchings.csv repo:dice89/master-thesis language:CSV,0,/Users/mueller/Documents/master-thesis/ontologymatcher/matchings/cmt-confOf_raw_matchings.csv
cmt-confOf_raw_matchings.csv repo:dice89/master-thesis language:CSV,0,/Users/mueller/Documents/master-thesis/ontologymatcher/matchings/cmt-confOf_raw_matchings.csv
101-254-2_raw_matchings.csv repo:dice89/master-thesis language:CSV,0,/Users/mueller/Documents/master-thesis/ontologymatcher/matchings/benchmarks/matchings/101-254-2_raw_matchings.csv
cmt-confOf_raw_matchings.csv repo:dice89/master-thesis language:CSV,0,/Users/mueller/Documents/master-thesis/ontologymatcher/matchings/cmt-confOf_raw_matchings.csv
cmt-confOf_raw_matchings.csv repo:dice89/master-thesis language:CSV,0,/Users/mueller/Documents/master-thesis/ontologymatcher/matchings/cmt-confOf_raw_matchings.csv
cmt-confOf_raw_matchings.csv repo:dice89/master-thesis language:CSV,0,/Users/mueller/Documents/master-thesis/ontologymatcher/matchings/conference/matchings/cmt-confOf_raw_matchings.csv
cmt-confOf_raw_matchings.csv repo:dice89/master-thesis language:CSV,0,/Users/mueller/Documents/master-thesis/ontologymatcher/matchings/cmt-confOf_raw_matchings.csv
